npi,taxid,billing_code,billing_code_type,negotiated_type,aetna_open_access_managed,bcbs_tx_ppo,cigna_national_oap,uhc_choice_plus
1669472387,751008430,3,DRG,negotiated,269480,220767,192698,294693
1669472387,751008430,4,DRG,negotiated,182854,149799,130753,199961
1669472387,751008430,11,DRG,negotiated,68780.6,56347.2,49183,75216
1669472387,751008430,12,DRG,negotiated,52059.5,42648.7,37226,56930
1669472387,751008430,13,DRG,negotiated,37662.1,30853.9,26931,41186
1669472387,751008430,18,DRG,negotiated,,394308,,
1669472387,751008430,20,DRG,negotiated,123884,101490,88586,135475
1669472387,751008430,21,DRG,negotiated,90406.1,74063.4,64647,98864
1669472387,751008430,22,DRG,negotiated,58038.5,47546.9,41502,63468
1669472387,751008430,23,DRG,negotiated,76320.2,62523.8,54574,83461
1669472387,751008430,24,DRG,negotiated,52582.9,43077.5,37600,57502
1669472387,751008430,25,DRG,negotiated,60462,49532.3,43235,66119
1669472387,751008430,26,DRG,negotiated,40261.4,32983.4,28790,44028
1669472387,751008430,27,DRG,negotiated,33229.1,27222.3,23761,36338
1669472387,751008430,28,DRG,negotiated,78265.7,64117.7,55966,85588
1669472387,751008430,29,DRG,negotiated,45509.3,37282.6,32542,49767
1669472387,751008430,30,DRG,negotiated,31175.8,25540.2,22293,34093
1669472387,751008430,31,DRG,negotiated,54875.9,44956,39240,60010
1669472387,751008430,32,DRG,negotiated,27358.1,22412.5,19563,29918
1669472387,751008430,33,DRG,negotiated,22617.5,18528.9,16173,24734
1669472387,751008430,34,DRG,negotiated,53256.7,43629.4,38082,58239
1669472387,751008430,35,DRG,negotiated,30411.4,24914,21746,33257
1669472387,751008430,36,DRG,negotiated,25043.7,20516.6,17908,27387
1669472387,751008430,37,DRG,negotiated,44915.4,36796.1,32118,49118
1669472387,751008430,38,DRG,negotiated,21778.6,17841.7,15573,23816
1669472387,751008430,39,DRG,negotiated,15349.5,12574.8,10976,16786
1669472387,751008430,40,DRG,negotiated,50446.9,41327.7,36073,55167
1669472387,751008430,41,DRG,negotiated,31134.5,25506.3,22263,34047
1669472387,751008430,42,DRG,negotiated,24630.9,20178.4,17613,26935
1669472387,751008430,52,DRG,negotiated,23706.8,19421.3,16952,25925
1669472387,751008430,53,DRG,negotiated,13619.8,11157.7,9739,14894
1669472387,751008430,54,DRG,negotiated,18469.5,15130.8,13207,20197
1669472387,751008430,55,DRG,negotiated,13426.7,10999.5,9601,14683
1669472387,751008430,56,DRG,negotiated,29705.7,24335.8,21242,32485
1669472387,751008430,57,DRG,negotiated,17331,14198.1,12393,18952
1669472387,751008430,58,DRG,negotiated,22974.4,18821.3,16428,25124
1669472387,751008430,59,DRG,negotiated,15227,12474.4,10888,16652
1669472387,751008430,60,DRG,negotiated,12068.4,9886.83,8630,13198
1669472387,751008430,61,DRG,negotiated,39051,31991.7,27924,42705
1669472387,751008430,62,DRG,negotiated,25529.7,20914.7,18256,27918
1669472387,751008430,63,DRG,negotiated,21052.8,17247.1,15054,23023
1669472387,751008430,64,DRG,negotiated,26259.5,21512.5,18777,28716
1669472387,751008430,65,DRG,negotiated,13534.5,11087.9,9678,14801
1669472387,751008430,66,DRG,negotiated,9301.34,7619.94,6651,10172
1669472387,751008430,67,DRG,negotiated,18830.4,15426.4,13465,20592
1669472387,751008430,68,DRG,negotiated,12033.8,9858.46,8605,13160
1669472387,751008430,69,DRG,negotiated,10625,8704.29,7598,11619
1669472387,751008430,70,DRG,negotiated,22959.7,18809.3,16418,25108
1669472387,751008430,71,DRG,negotiated,14235,11661.7,10179,15567
1669472387,751008430,72,DRG,negotiated,10280.1,8421.75,7351,11242
1669472387,751008430,73,DRG,negotiated,19964.9,16355.9,14276,21833
1669472387,751008430,74,DRG,negotiated,13630.4,11166.5,9747,14906
1669472387,751008430,75,DRG,negotiated,24302,19908.9,17378,26576
1669472387,751008430,76,DRG,negotiated,13147,10770.5,9401,14377
1669472387,751008430,77,DRG,negotiated,20829.1,17063.9,14894,22778
1669472387,751008430,78,DRG,negotiated,13220.3,10830.5,9453,14457
1669472387,751008430,79,DRG,negotiated,9772.73,8006.12,6988,10687
1669472387,751008430,80,DRG,negotiated,27162.3,22252.2,19423,29704
1669472387,751008430,81,DRG,negotiated,11964.6,9801.74,8556,13084
1669472387,751008430,82,DRG,negotiated,30165.1,24712.2,21570,32987
1669472387,751008430,83,DRG,negotiated,17952.8,14707.5,12838,19632
1669472387,751008430,84,DRG,negotiated,12204.3,9998.1,8727,13346
1669472387,751008430,85,DRG,negotiated,31102.6,25480.2,22241,34012
1669472387,751008430,86,DRG,negotiated,17307,14178.4,12376,18926
1669472387,751008430,87,DRG,negotiated,11617,9517.01,8307,12704
1669472387,751008430,88,DRG,negotiated,20990.3,17195.9,15010,22954
1669472387,751008430,89,DRG,negotiated,15549.3,12738.4,11119,17004
1669472387,751008430,90,DRG,negotiated,10960.5,8979.2,7838,11986
1669472387,751008430,91,DRG,negotiated,23002.3,18844.2,16448,25154
1669472387,751008430,92,DRG,negotiated,13240.3,10846.8,9468,14479
1669472387,751008430,93,DRG,negotiated,10184.2,8343.2,7282,11137
1669472387,751008430,94,DRG,negotiated,47585.3,38983.3,34027,52037
1669472387,751008430,95,DRG,negotiated,34046.8,27892.1,24346,37232
1669472387,751008430,96,DRG,negotiated,30418.1,24919.4,21751,33264
1669472387,751008430,97,DRG,negotiated,51775.9,42416.4,37023,56620
1669472387,751008430,98,DRG,negotiated,27753.5,22736.5,19846,30350
1669472387,751008430,99,DRG,negotiated,18622.6,15256.2,13317,20365
1669472387,751008430,100,DRG,negotiated,25580.3,20956.2,18292,27974
1669472387,751008430,101,DRG,negotiated,12004.5,9834.46,8584,13128
1669472387,751008430,102,DRG,negotiated,15312.3,12544.3,10949,16745
