zipcode	population	latitude	longitude	state	city	county	msa	cbsa	cbsa_name	msa_name	medicarecbsacode	medicarecbsaname
73301	0	30.219702	-97.74726	TX	AUSTIN	TRAVIS	640	12420	Austin-Round Rock-Georgetown, TX	Austin-San Marcos, TX MSA	12420	Austin-Round Rock, TX
73344	0	30.2669	-97.7429	TX	AUSTIN	TRAVIS	640	12420	Austin-Round Rock-Georgetown, TX	Austin-San Marcos, TX MSA	12420	Austin-Round Rock, TX
73960	0	36.505537	-101.782938	TX	TEXHOMA	SHERMAN					99945	Rural Areas in TX
75001	12414	32.959787	-96.838472	TX	ADDISON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75002	63140	33.083048	-96.60993	TX	ALLEN	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75006	46364	32.951364	-96.891487	TX	CARROLLTON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75007	51624	33.003921	-96.895926	TX	CARROLLTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75009	8785	33.333798	-96.750487	TX	CELINA	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75010	21607	33.029434	-96.897384	TX	CARROLLTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75011	0	32.9538	-96.8902	TX	CARROLLTON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75013	30347	33.114508	-96.692428	TX	ALLEN	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75014	0	32.8139	-96.9488	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75015	0	32.8139	-96.9488	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75016	0	32.8139	-96.9488	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75017	0	32.8139	-96.9488	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75019	38666	32.9601	-96.982656	TX	COPPELL	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75020	21872	33.785333	-96.607457	TX	DENISON	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75021	8036	33.744192	-96.478541	TX	DENISON	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75022	22545	33.02861	-97.121368	TX	FLOWER MOUND	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75023	45452	33.054712	-96.731202	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75024	36039	33.08382	-96.812801	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75025	50926	33.095683	-96.729308	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75026	0	33.0194	-96.6988	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75027	0	33.0364	-97.0715	TX	FLOWER MOUND	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75028	42226	33.029167	-97.068676	TX	FLOWER MOUND	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75029	0	33.0463	-96.9939	TX	LEWISVILLE	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75030	0	32.9026	-96.5636	TX	ROWLETT	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75032	27986	32.867776	-96.415583	TX	ROCKWALL	ROCKWALL	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75033	0	33.182727	-96.846311	TX	FRISCO	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75034	72723	33.150307	-96.879615	TX	FRISCO	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75035	47553	33.161516	-96.769231	TX	FRISCO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75036	0	33.130647	-96.883692	TX	FRISCO	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75038	27802	32.875007	-96.98328	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75039	11032	32.881308	-96.944848	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75040	59406	32.933134	-96.621293	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75041	30700	32.875319	-96.647984	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75042	37881	32.912946	-96.677136	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75043	58094	32.862232	-96.583677	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75044	40811	32.957864	-96.645241	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75045	0	32.9127	-96.6389	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75046	0	32.9127	-96.6389	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75047	0	32.9127	-96.6389	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75048	20328	32.968169	-96.581972	TX	SACHSE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75049	0	32.9127	-96.6389	TX	GARLAND	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75050	41041	32.777314	-96.9892	TX	GRAND PRAIRIE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75051	39285	32.726639	-96.991417	TX	GRAND PRAIRIE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75052	88996	32.658888	-97.011879	TX	GRAND PRAIRIE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75053	0	32.7455	-96.9975	TX	GRAND PRAIRIE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75054	5053	32.594994	-97.046767	TX	GRAND PRAIRIE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75056	47852	33.072392	-96.907001	TX	THE COLONY	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75057	12900	33.047166	-96.983309	TX	LEWISVILLE	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75058	2982	33.460688	-96.742359	TX	GUNTER	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75059	0	32.86	-96.93	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75060	45980	32.796657	-96.950529	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75061	53442	32.825584	-96.962328	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75062	44537	32.849437	-96.97504	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75063	35090	32.919517	-96.977421	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75064	0	0	0	TX	IRVING	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75065	10748	33.115398	-97.004729	TX	LAKE DALLAS	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75067	60982	33.01972	-96.99141	TX	LEWISVILLE	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75068	34934	33.174021	-96.950066	TX	LITTLE ELM	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75069	34108	33.180943	-96.59432	TX	MCKINNEY	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75070	74734	33.170868	-96.692524	TX	MCKINNEY	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75071	36090	33.255222	-96.622841	TX	MCKINNEY	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75072	0	33.188463	-96.699548	TX	MCKINNEY	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75074	44622	33.038836	-96.670924	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75075	33262	33.019164	-96.7384	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75076	7378	33.81992	-96.696003	TX	POTTSBORO	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75077	35330	33.078945	-97.077552	TX	LEWISVILLE	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75078	10592	33.262918	-96.805285	TX	PROSPER	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75080	44009	32.967704	-96.73876	TX	RICHARDSON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75081	34156	32.94935	-96.715602	TX	RICHARDSON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75082	21182	32.99272	-96.664312	TX	RICHARDSON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75083	0	32.9482	-96.7295	TX	RICHARDSON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75085	0	32.9482	-96.7295	TX	RICHARDSON	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75086	0	33.0197	-96.6988	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75087	28145	32.938933	-96.445434	TX	ROCKWALL	ROCKWALL	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75088	24712	32.89328	-96.54912	TX	ROWLETT	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75089	30251	32.935205	-96.55076	TX	ROWLETT	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75090	23724	33.59106	-96.544494	TX	SHERMAN	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75091	0	33.6359	-96.6087	TX	SHERMAN	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75092	22839	33.627516	-96.719286	TX	SHERMAN	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
75093	47187	33.036713	-96.813533	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75094	20579	33.012192	-96.618917	TX	PLANO	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75097	0	33.3489	-96.6688	TX	WESTON	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75098	48197	33.023036	-96.538922	TX	WYLIE	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75099	0	32.9547	-97.0149	TX	COPPELL	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75101	646	32.27309	-96.702217	TX	BARDWELL	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75102	1322	32.08317	-96.621395	TX	BARRY	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75103	12851	32.495387	-95.896254	TX	CANTON	VAN ZANDT					99945	Rural Areas in TX
75104	45373	32.589928	-96.968972	TX	CEDAR HILL	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75105	301	32.261838	-96.375882	TX	CHATFIELD	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75106	0	32.5883	-96.9559	TX	CEDAR HILL	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75109	3658	32.026649	-96.325733	TX	CORSICANA	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75110	28132	32.076944	-96.522284	TX	CORSICANA	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75114	4660	32.609524	-96.428256	TX	CRANDALL	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75115	48877	32.604112	-96.865373	TX	DESOTO	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75116	19669	32.66162	-96.916544	TX	DUNCANVILLE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75117	3722	32.70056	-95.866108	TX	EDGEWOOD	VAN ZANDT					99945	Rural Areas in TX
75118	0	32.7219	-96.1654	TX	ELMO	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75119	26601	32.331354	-96.577074	TX	ENNIS	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75120	0	32.3295	-96.6251	TX	ENNIS	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75121	0	33.087312	-96.418153	TX	COPEVILLE	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75123	0	32.5898	-96.8567	TX	DESOTO	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75124	4446	32.288721	-95.990608	TX	EUSTACE	HENDERSON	1922	11980	Athens, TX	Dallas-Fort Worth, TX CMSA	99945	Rural Areas in TX
75125	6691	32.527203	-96.617957	TX	FERRIS	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75126	33396	32.731367	-96.446328	TX	FORNEY	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75127	1593	32.681215	-95.759735	TX	FRUITVALE	VAN ZANDT					99945	Rural Areas in TX
75132	294	32.941084	-96.382687	TX	FATE	ROCKWALL	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75134	20276	32.626675	-96.762898	TX	LANCASTER	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75135	5910	33.074553	-96.20795	TX	CADDO MILLS	HUNT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75137	18861	32.633162	-96.91314	TX	DUNCANVILLE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75138	0	32.6517	-96.9082	TX	DUNCANVILLE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75140	6958	32.645842	-95.697989	TX	GRAND SALINE	VAN ZANDT					99945	Rural Areas in TX
75141	5374	32.636608	-96.678969	TX	HUTCHINS	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75142	18982	32.56158	-96.264944	TX	KAUFMAN	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75143	14619	32.356066	-96.28501	TX	KEMP	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75144	3291	32.106578	-96.190912	TX	KERENS	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75146	17993	32.57258	-96.744223	TX	LANCASTER	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75147	6602	32.431568	-96.119552	TX	MABANK	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75148	5842	32.132148	-95.998047	TX	MALAKOFF	HENDERSON	1922	11980	Athens, TX	Dallas-Fort Worth, TX CMSA	99945	Rural Areas in TX
75149	56065	32.766623	-96.623283	TX	MESQUITE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75150	58730	32.8199	-96.635135	TX	MESQUITE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75151	0	32.0953	-96.4688	TX	CORSICANA	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75152	4606	32.433882	-96.683038	TX	PALMER	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75153	605	32.136402	-96.333828	TX	POWELL	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75154	36041	32.520882	-96.803336	TX	RED OAK	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75155	2579	32.206346	-96.43033	TX	RICE	NAVARRO		18620	Corsicana, TX		99945	Rural Areas in TX
75156	14580	32.269188	-96.105825	TX	MABANK	HENDERSON	1922	11980	Athens, TX	Dallas-Fort Worth, TX CMSA	99945	Rural Areas in TX
75157	310	32.4628	-96.4547	TX	ROSSER	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75158	4139	32.463452	-96.395581	TX	SCURRY	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75159	18339	32.599457	-96.558421	TX	SEAGOVILLE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75160	23627	32.752064	-96.29278	TX	TERRELL	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75161	6165	32.733223	-96.172996	TX	TERRELL	KAUFMAN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75163	2285	32.156171	-96.097578	TX	TRINIDAD	HENDERSON	1922	11980	Athens, TX	Dallas-Fort Worth, TX CMSA	99945	Rural Areas in TX
75164	671	33.060018	-96.324776	TX	JOSEPHINE	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75165	37966	32.322465	-96.780605	TX	WAXAHACHIE	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75166	3070	33.014621	-96.441792	TX	LAVON	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75167	8436	32.376536	-96.930201	TX	WAXAHACHIE	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75168	0	32.3964	-96.8383	TX	WAXAHACHIE	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75169	14644	32.709038	-95.9994	TX	WILLS POINT	VAN ZANDT					99945	Rural Areas in TX
75172	3956	32.597558	-96.67123	TX	WILMER	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75173	4353	33.041919	-96.39347	TX	NEVADA	COLLIN	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75180	23031	32.719243	-96.612854	TX	BALCH SPRINGS	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75181	25908	32.72737	-96.565228	TX	MESQUITE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75182	5118	32.794452	-96.556753	TX	SUNNYVALE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75185	0	32.7664	-96.5987	TX	MESQUITE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75187	0	32.7664	-96.5987	TX	MESQUITE	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75189	22406	32.938356	-96.306981	TX	ROYSE CITY	ROCKWALL	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75201	9409	32.787706	-96.79985	TX	DALLAS	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75202	1666	32.77991	-96.802744	TX	DALLAS	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
75203	15721	32.744837	-96.795597	TX	DALLAS	DALLAS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
