zipcode	population	latitude	longitude	state	city	county	msa	cbsa	cbsa_name	msa_name	medicarecbsacode	medicarecbsaname
76031	17759	32.357167	-97.329762	TX	CLEBURNE	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76033	24819	32.284814	-97.553819	TX	CLEBURNE	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76034	22748	32.890671	-97.144235	TX	COLLEYVILLE	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76035	1622	32.557422	-97.645443	TX	CRESSON	HOOD	1922	24180	Granbury, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76036	22352	32.580337	-97.416047	TX	CROWLEY	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76039	32925	32.859294	-97.078082	TX	EULESS	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76040	27524	32.816483	-97.107439	TX	EULESS	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76041	434	32.242538	-96.864536	TX	FORRESTON	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76043	7071	32.202071	-97.774111	TX	GLEN ROSE	SOMERVELL					23104	Fort Worth-Arlington, TX
76044	3866	32.435898	-97.535764	TX	GODLEY	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76048	21989	32.411331	-97.803952	TX	GRANBURY	HOOD	1922	24180	Granbury, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76049	25130	32.456143	-97.718556	TX	GRANBURY	HOOD	1922	24180	Granbury, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76050	5875	32.292131	-97.189144	TX	GRANDVIEW	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76051	46320	32.93529	-97.068689	TX	GRAPEVINE	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76052	15995	32.982239	-97.384485	TX	HASLET	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76053	28421	32.805899	-97.173304	TX	HURST	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76054	11764	32.863816	-97.176548	TX	HURST	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76055	3084	32.152006	-97.139536	TX	ITASCA	HILL					99945	Rural Areas in TX
76058	17123	32.467075	-97.409248	TX	JOSHUA	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76059	4881	32.390764	-97.33389	TX	KEENE	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76060	6764	32.638056	-97.209325	TX	KENNEDALE	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76061	152	32.503712	-97.174611	TX	LILLIAN	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76063	61361	32.567898	-97.130456	TX	MANSFIELD	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76064	1883	32.312098	-97.023127	TX	MAYPEARL	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76065	28986	32.45158	-96.987283	TX	MIDLOTHIAN	ELLIS	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76066	3142	32.704131	-98.002575	TX	MILLSAP	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76067	22117	32.782013	-98.143256	TX	MINERAL WELLS	PALO PINTO		33420	Mineral Wells, TX		99945	Rural Areas in TX
76068	0	32.8086	-98.1125	TX	MINERAL WELLS	PALO PINTO		33420	Mineral Wells, TX		99945	Rural Areas in TX
76070	752	32.247364	-97.641111	TX	NEMO	SOMERVELL					23104	Fort Worth-Arlington, TX
76071	3320	33.011497	-97.482888	TX	NEWARK	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76073	5327	33.096893	-97.733381	TX	PARADISE	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76077	590	32.281918	-97.703762	TX	RAINBOW	SOMERVELL					23104	Fort Worth-Arlington, TX
76078	8572	33.100303	-97.477384	TX	RHOME	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76082	17748	32.973743	-97.719978	TX	SPRINGTOWN	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76084	8327	32.435787	-97.086719	TX	VENUS	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76085	8787	32.838076	-97.691692	TX	WEATHERFORD	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76086	20196	32.752989	-97.783087	TX	WEATHERFORD	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76087	24746	32.673162	-97.819029	TX	WEATHERFORD	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76088	11499	32.849405	-97.902387	TX	WEATHERFORD	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76092	26669	32.951594	-97.150991	TX	SOUTHLAKE	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76093	2095	32.228346	-97.404699	TX	RIO VISTA	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76094	0	32.7359	-97.1076	TX	ARLINGTON	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76095	0	32.8437	-97.1425	TX	BEDFORD	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76096	0	32.7359	-97.1076	TX	ARLINGTON	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76097	0	32.5417	-97.3208	TX	BURLESON	JOHNSON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76098	0	32.8996	-97.5396	TX	AZLE	PARKER	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76099	0	32.9342	-97.0775	TX	GRAPEVINE	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76101	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76102	8111	32.758642	-97.33258	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76103	14572	32.755673	-97.27302	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76104	17446	32.728458	-97.317774	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76105	22194	32.724806	-97.267306	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76106	35389	32.810151	-97.361312	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76107	25917	32.74308	-97.378045	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76108	38227	32.77766	-97.521258	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76109	21710	32.700492	-97.387779	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76110	30434	32.710264	-97.336711	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76111	21685	32.778551	-97.300725	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76112	38993	32.750268	-97.217042	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76113	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76114	24741	32.77784	-97.398652	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76115	20696	32.681995	-97.330639	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76116	46746	32.725645	-97.461342	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76117	30645	32.802801	-97.260951	TX	HALTOM CITY	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76118	13866	32.800971	-97.200293	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76119	42761	32.694294	-97.257996	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76120	15283	32.763098	-97.181401	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76121	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76122	0	32.681817	-97.348186	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76123	29722	32.620469	-97.387245	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76124	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76126	19395	32.640017	-97.544762	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76127	2003	32.776581	-97.429254	TX	NAVAL AIR STATION JRB	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76129	2833	32.709376	-97.362934	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76130	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76131	28374	32.881522	-97.353032	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76132	24709	32.670747	-97.415816	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76133	48394	32.658632	-97.385612	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76134	23704	32.64192	-97.329991	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76135	20684	32.832536	-97.468908	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76136	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76137	54911	32.852106	-97.288062	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76140	26340	32.619341	-97.266964	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76147	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76148	23331	32.867288	-97.253519	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76150	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76155	3115	32.817482	-97.052456	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76161	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76162	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76163	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76164	16748	32.778416	-97.35742	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76166	0	32.73	-97.32	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76177	4891	32.95912	-97.292656	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76179	48058	32.907118	-97.425687	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76180	33444	32.867248	-97.21616	TX	NORTH RICHLAND HILLS	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76181	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76182	28209	32.882716	-97.209775	TX	NORTH RICHLAND HILLS	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76185	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76190	0	32.831403	-97.303285	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76191	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76192	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76193	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76195	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76196	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76197	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76198	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76199	0	32.7254	-97.3208	TX	FORT WORTH	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76201	27107	33.21924	-97.149937	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76202	0	33.2148	-97.1329	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76203	0	33.2148	-97.1329	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76204	0	33.2148	-97.1329	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76205	18510	33.188906	-97.127022	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76206	0	33.2148	-97.1329	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76207	10579	33.214963	-97.167658	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76208	19782	33.209044	-97.056458	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76209	24018	33.233268	-97.11097	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76210	39556	33.14514	-97.08856	TX	DENTON	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76225	3156	33.353495	-97.671101	TX	ALVORD	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76226	18419	33.115116	-97.1625	TX	ARGYLE	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76227	22141	33.274052	-96.986525	TX	AUBREY	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76228	1119	33.64113	-98.200547	TX	BELLEVUE	CLAY		48660	Wichita Falls, TX		48660	Wichita Falls, TX
76230	9711	33.588084	-97.780645	TX	BOWIE	MONTAGUE					99945	Rural Areas in TX
76233	3235	33.529106	-96.889084	TX	COLLINSVILLE	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
76234	15587	33.280768	-97.518598	TX	DECATUR	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76238	431	33.484959	-97.314919	TX	ERA	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76239	1087	33.545942	-97.603008	TX	FORESTBURG	MONTAGUE					99945	Rural Areas in TX
76240	26120	33.706449	-97.166749	TX	GAINESVILLE	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76241	0	33.6256	-97.1334	TX	GAINESVILLE	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76244	60388	32.9347	-97.2515	TX	KELLER	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76245	1780	33.838022	-96.851426	TX	GORDONVILLE	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
76246	0	33.406954	-97.471643	TX	GREENWOOD	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76247	13098	33.087001	-97.314038	TX	JUSTIN	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76248	34647	32.931294	-97.249809	TX	KELLER	TARRANT	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	23104	Fort Worth-Arlington, TX
76249	7194	33.283588	-97.293261	TX	KRUM	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76250	937	33.63039	-97.260763	TX	LINDSAY	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76251	731	33.658742	-97.729494	TX	MONTAGUE	MONTAGUE					99945	Rural Areas in TX
76252	2863	33.698317	-97.356848	TX	MUENSTER	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76253	230	33.622316	-97.315868	TX	MYRA	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76255	5411	33.833954	-97.778494	TX	NOCONA	MONTAGUE					99945	Rural Areas in TX
76258	6659	33.374952	-96.926021	TX	PILOT POINT	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76259	4618	33.205587	-97.292713	TX	PONDER	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76261	233	33.808702	-97.93893	TX	RINGGOLD	MONTAGUE					99945	Rural Areas in TX
76262	27648	33.010711	-97.216288	TX	ROANOKE	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76263	44	33.497376	-97.420426	TX	ROSSTON	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76264	1412	33.751477	-96.832466	TX	SADLER	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
76265	1893	33.744533	-97.541288	TX	SAINT JO	MONTAGUE					99945	Rural Areas in TX
76266	13495	33.367481	-97.210645	TX	SANGER	DENTON	1922	19100	Dallas-Fort Worth-Arlington, TX	Dallas-Fort Worth, TX CMSA	19124	Dallas-Plano-Irving, TX
76267	0	33.3597	-97.3917	TX	SLIDELL	WISE		19100	Dallas-Fort Worth-Arlington, TX		23104	Fort Worth-Arlington, TX
76268	250	33.615344	-96.761827	TX	SOUTHMAYD	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
76270	1853	33.439342	-97.786978	TX	SUNSET	MONTAGUE					99945	Rural Areas in TX
76271	1352	33.471349	-96.89224	TX	TIOGA	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
76272	4745	33.47183	-97.169804	TX	VALLEY VIEW	COOKE		23620	Gainesville, TX		99945	Rural Areas in TX
76273	9135	33.765456	-96.894808	TX	WHITESBORO	GRAYSON	7640	43300	Sherman-Denison, TX	Sherman-Denison, TX MSA	43300	Sherman-Denison, TX
76301	16540	33.901419	-98.482165	TX	WICHITA FALLS	WICHITA	9080	48660	Wichita Falls, TX	Wichita Falls, TX MSA	48660	Wichita Falls, TX
76302	13206	33.868014	-98.473532	TX	WICHITA FALLS	WICHITA	9080	48660	Wichita Falls, TX	Wichita Falls, TX MSA	48660	Wichita Falls, TX
76305	4746	34.019228	-98.452472	TX	WICHITA FALLS	WICHITA	9080	48660	Wichita Falls, TX	Wichita Falls, TX MSA	48660	Wichita Falls, TX
76306	15991	33.951748	-98.513386	TX	WICHITA FALLS	WICHITA	9080	48660	Wichita Falls, TX	Wichita Falls, TX MSA	48660	Wichita Falls, TX
76307	0	33.9136	-98.4933	TX	WICHITA FALLS	WICHITA	9080	48660	Wichita Falls, TX	Wichita Falls, TX MSA	48660	Wichita Falls, TX
