npi,taxid,billing_code,billing_code_type,negotiated_type,bcbs_tx_ppo,cigna_national_oap,uhc_choice_plus
1124074273,742730328,99284,CPT,negotiated,3620,3583,2169
1477643690,741100555,99285,CPT,percentage,63,64,64
1891765178,752051646,99285,CPT,percentage,84,85,85
1629021845,742781812,99284,CPT,negotiated,3620,2588,2196
1811942238,621619857,99284,CPT,negotiated,3360,9351,3615
1891765178,752051646,99284,CPT,percentage,84,85,85
1871911016,464027347,99284,CPT,negotiated,4580,5274,2673
1679528889,742781812,99284,CPT,negotiated,3720,2588,2196
1447355771,741109643,99284,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,99285,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,99283,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J3399,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J1569,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J9118,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,L8614,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,G0378,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,69436,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,70553,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J9312,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,Q5115,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J9039,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,Q5108,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J9266,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,93653,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42820,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1767,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,95782,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1459,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,95810,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J9261,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,C1713,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,C1721,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,20680,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,85025,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,70551,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93623,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1730,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,41899,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J0585,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J9070,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,88305,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97530,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93594,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,Q5119,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,37241,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,43239,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,21235,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J3032,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,99282,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93567,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69631,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J9120,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,G0463,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,80053,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C8911,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,42830,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69930,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,67311,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93505,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31526,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J3490,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,70543,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,75561,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,74230,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31622,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96413,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,47562,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93597,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36430,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,33477,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,99281,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,58662,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,95716,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1777,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,P9016,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,93303,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93320,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1439,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,71275,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1786,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,C1817,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,72128,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,90853,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36590,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,74183,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92507,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93580,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69210,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,52005,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,25575,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1453,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J1190,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,37242,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72158,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96375,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,44970,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,58300,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,49650,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31624,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,43653,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1733,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,93306,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72157,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72156,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,67312,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,80048,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93563,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,67314,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,83003,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J7197,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,54161,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96409,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,71260,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2704,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J7195,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,14040,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42821,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,74177,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96365,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,82306,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,52352,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,28345,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97110,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27427,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,75563,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42210,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J7205,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,72148,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,62270,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96361,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54163,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,70486,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,45380,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27606,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,71046,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,74455,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,62272,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,94010,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,57452,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31641,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1726,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,72141,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72146,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,50845,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,70450,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97112,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,51600,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31561,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,75827,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,76377,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,29882,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,21337,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54530,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,49500,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93356,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36591,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,33249,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36512,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92611,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,82728,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,88307,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93566,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93005,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,37236,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92610,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42815,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,53450,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72197,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2405,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,42200,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87497,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,37246,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31575,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27827,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1759,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,36226,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,76770,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,64569,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,88342,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,26765,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31254,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42825,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,15851,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,41115,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31267,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36223,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1769,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,67808,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,84100,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2597,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,75565,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27814,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,Q9967,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,30460,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,52310,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1898,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,75574,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,83880,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96415,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96411,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,Q9958,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,24665,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,75705,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31237,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,49592,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,95700,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,10060,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,78708,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,30140,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69620,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,56800,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,83735,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,15769,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27759,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,30802,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,58720,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,47563,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,86850,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69110,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,66982,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,73723,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42235,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1893,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,97162,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27479,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93565,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42870,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1442,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,28505,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,24579,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,66825,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,58661,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,58679,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27766,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,38570,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,61888,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,44799,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,P9035,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,15004,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54360,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1887,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,85045,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,74240,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,25609,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87070,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1894,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,33227,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,26562,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,24582,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96366,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,80069,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,50200,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87633,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92526,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,P9045,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,86922,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,94060,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36589,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,29888,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,78830,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92523,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,30600,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36560,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,80197,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1644,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,40701,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,94640,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27407,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92587,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,82784,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96450,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,82657,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72131,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54640,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,50780,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,25440,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,26370,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,21040,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,40720,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,65235,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,65280,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87077,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,A9575,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,40527,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,43870,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,21014,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,57130,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,44361,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54150,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J3489,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,27355,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,26587,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42220,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,20694,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,28232,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69644,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54520,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J0690,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,41520,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93582,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,58301,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J0171,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,69421,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,82610,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,60100,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,14041,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,10121,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,11771,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27257,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,68811,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,25111,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,26727,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,67840,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,67800,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,73720,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,C1874,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J1642,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,29806,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,76700,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,29450,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87102,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J3010,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,42450,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2795,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,92652,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27638,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,82105,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31570,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36415,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,88304,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27822,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92018,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87075,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,66710,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,56441,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,14060,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,86945,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31541,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,61885,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,25606,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27829,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,52332,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,84439,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42260,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,62322,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92997,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87799,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42408,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,59001,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,11010,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,24655,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,20610,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72082,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97597,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,70555,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,38220,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27786,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,24145,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,49320,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,71045,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96367,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1885,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,72195,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97163,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,10080,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,10061,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2710,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,21320,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J7030,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,84466,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93596,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93593,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,86900,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J9040,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,95816,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,31630,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J3480,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,J0696,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,30520,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,72125,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,36593,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,54300,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,11440,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,78832,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,85397,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,21013,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,28116,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,73220,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,96374,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,85576,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J0295,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,88108,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J1100,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,31525,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,85240,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,68720,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,52327,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93568,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J9150,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,42975,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J9370,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,92567,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97750,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,51726,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,85027,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,75557,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2997,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,76941,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87205,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,J2506,HCPCS,percentage,77.2,78.5,76.5
1447355771,741109643,30130,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87086,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,97602,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,86923,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,27580,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,25118,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,42836,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,53460,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,69633,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,93325,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,73721,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,20206,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,87186,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,88341,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,85246,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,26525,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,49491,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,92608,CPT,percentage,77.2,78.5,76.5
1447355771,741109643,81001,CPT,percentage,77.2,78.5,76.5
